l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 standardize_german_addon_slovene.1.f:0 "Some of our advisors say that the $slovene$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_german_addon_slovene.1.a:0 "We will include them!"
 standardize_german_addon_slovene.1.b:0 "Perhaps its better to exclude them."
 standardize_german_addon_slovene_var_custom_tooltip:0 "Has decided to include the $slovene$."
 standardize_german_addon_slovene_not_var_custom_tooltip:0 "Has not yet decided to include the $slovene$ culture."
 standardize_german_addon_sorb.1.t:0 "What about $sorb$?"
 standardize_german_addon_sorb.1.f:0 "Some of our advisors say that the $sorb$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_german_addon_sorb.1.a:0 "We will include them!"
 standardize_german_addon_sorb.1.b:0 "Perhaps its better to exclude them."
 standardize_german_addon_sorb_var_custom_tooltip:0 "Has decided to include the $sorb$."
 standardize_german_addon_sorb_not_var_custom_tooltip:0 "Has not yet decided to include the $sorb$ culture."
 standardize_german_addon_czech.1.t:0 "What about $czech$?"
 standardize_german_addon_czech.1.f:0 "Some of our advisors say that the $czech$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_german_addon_czech.1.a:0 "We will include them!"
 standardize_german_addon_czech.1.b:0 "Perhaps its better to exclude them."
 standardize_german_addon_czech_var_custom_tooltip:0 "Has decided to include the $czech$."
 standardize_german_addon_czech_not_var_custom_tooltip:0 "Has not yet decided to include the $czech$ culture."
 germanic:0 "Germanic"
 standardize_germanic_decision_var_custom_tooltip:0 "Has made the decision to develop the Germanic culture"
 standardize_germanic_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Germanic culture"
 standardize_germanic_decision:0 "Develop the Germanic Culture"
 standardize_germanic_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_germanic:0 "Develop Germanic"
 je_standardize_germanic_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_germanic.1.t:0 "Emerging Germanic Culture"
 standardize_germanic.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Germanic."
 standardize_germanic.1.a:0 "And so it shall be."
 standardize_germanic.2.t:0 "Yearly graduation"
 standardize_germanic.2.f:0 "New graduates."
 standardize_germanic.2.a:0 "Nice."
 standardize_germanic.3.t:0 "A Noticeable Cultural Change"
 standardize_germanic.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_germanic.3.a:0 "A sign of progress."
 standardize_germanic.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_germanic.3.c:0 "We should push harder!"
 standardize_germanic.4.t:0 "Welcome To The Fold"
 standardize_germanic.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_germanic.4.a:0 "All I see is family!"
 standardize_germanic.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_germanic.5.f:0 "New graduates." 
 standardize_germanic.5.a:0 "Nice."
 standardize_germanic.6.t:0 "$germanic$ Debug Menu"
 standardize_germanic.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $germanic$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_germanic.6.a:0 "Keep me around, just in case."
 standardize_germanic.6.b:0 "Hide this menu and decision forever."
 standardize_germanic.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_germanic.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_germanic.6.e:0 "Convert all eligible pops to $germanic$."
 standardize_germanic.6.g:0 "Change state religion."
 complete_germanic_decision_not_var_custom_tooltip:0 "Has not decided to set $germanic$ conversion to 100%"
 complete_germanic_decision_var_custom_tooltip:0 "Has decided to set $germanic$ conversion to 100%"
 hide_germanic_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_germanic_decision:0 "Open Performance Helper Menu"
 complete_germanic_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_germanic:0 "Germanic Occurrence"
 setting_sc_germanic_never:0 "Never"
 setting_sc_germanic_never_desc:0 "With this setting Germanic will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_germanic_manual:0 "Manual"
 setting_sc_germanic_manual_desc:0 "With this setting Germanic will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_germanic_auto:0 "Automatic"
 setting_sc_germanic_auto_desc:0 "With this setting Germanic will always happen if the requirements are met."
 standardize_germanic_addon_ashkenazi.1.t:0 "What about $ashkenazi$?"
 standardize_germanic_addon_ashkenazi.1.f:0 "Some of our advisors say that the $ashkenazi$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_germanic_addon_ashkenazi.1.a:0 "We will include them!"
 standardize_germanic_addon_ashkenazi.1.b:0 "Perhaps its better to exclude them."
 standardize_germanic_addon_ashkenazi_var_custom_tooltip:0 "Has decided to include the $ashkenazi$."
 standardize_germanic_addon_ashkenazi_not_var_custom_tooltip:0 "Has not yet decided to include the $ashkenazi$ culture."
 standardize_germanic_addon_british.1.t:0 "What about $british$?"
